subjects,verbs,objects,sentences,,,,,,,,,,,,,,,,,,,,,,
بابا,,ڈبل روٹی,بابا کو ڈبل روٹی چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,انڈہ,بابا کو انڈہ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,ٹافی,بابا کو ٹافی چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,ڈبل روٹی جیم,بابا کو ڈبل روٹی جیم چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,چاکلیٹ,بابا کو چاکلیٹ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,بسکٹ,بابا کو بسکٹ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,آئس کریم,بابا کو آئس کریم چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,برگر,بابا کو برگر چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,سینڈوچ,بابا کو سینڈوچ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,سوپ,بابا کو سوپ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,نوڈلز,بابا کو نوڈلز چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,میکرونیز,بابا کو میکرونیز چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,پیزا,بابا کو پیزا چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,پانی کی بوتل,بابا کو پانی کی بوتل چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,چائے ,بابا کو پانی چائے چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,فرائز,بابا کو فرائز چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,کیچپ,بابا کو کیچپ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,کافی,بابا کو کافی چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,لنچ باکس ,بابا کو لنچ باکس چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,پاستا,بابا کو پاستا چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,جیم,بابا کو جیم چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,,پانی کا گلاس,بابا کو پانی کا گلاس چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,چائے ,بابا کو چائے  پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,فرائز,بابا کو فرائز پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,کیچپ,بابا کو کیچپ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,کافی,بابا کو کافی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,پاستا,بابا کو پاستا پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,جیم,بابا کو جیم پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,دودھ ,بابا کو دودھ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,جوس,بابا کو جوس پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,پانی,بابا کو پانی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,چاول,بابا کو چاول پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,ڈبل روٹی,بابا کو ڈبل روٹی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,انڈہ,بابا کو انڈہ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,ٹافی,بابا کو ٹافی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,ڈبل روٹی جیم,بابا کو ڈبل روٹی جیم پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,چاکلیٹ,بابا کو چاکلیٹ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,بسکٹ,بابا کو بسکٹ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,آئس کریم,بابا کو آئس کریم پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,برگر,بابا کو برگر پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,سینڈوچ,بابا کو سینڈوچ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,سوپ,بابا کو سوپ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,نوڈلز,بابا کو نوڈلز پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,میکرونیز,بابا کو میکرونیز پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,پیزا,بابا کو پیزا پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,پانی کی بوتل,بابا کو پانی کی بوتل پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند,لنچ باکس ,بابا کو لنچ باکس  پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,پانی کی بوتل,بابا کو پانی کی بوتل پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,لنچ باکس ,بابا کو لنچ باکس پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,دودھ,بابا کو دودھ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,جوس,بابا کو جوس پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,پانی,بابا کو پانی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,چاول,بابا کو چاول پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,ڈبل روٹی,بابا کو ڈبل روٹی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,انڈہ,بابا کو انڈہ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,ٹافی,بابا کو ٹافی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,ڈبل روٹی جیم,بابا کو ڈبل روٹی جیم پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,چاکلیٹ,بابا کو چاکلیٹ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,بسکٹ,بابا کو بسکٹ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,آئس کریم,بابا کو آئس کریم پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,برگر,بابا کو برگر پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,سینڈوچ,بابا کو سینڈوچ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,سوپ,بابا کو سوپ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,نوڈلز,بابا کو نوڈلز پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,میکرونیز,بابا کو میکرونیز پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,چائے ,بابا کو چائے پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,فرائز,بابا کو فرائز پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,کیچپ,بابا کو کیچپ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,کافی,بابا کو کافی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,پاستا,بابا کو پاستا پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,جیم,بابا کو جیم پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
بابا,پسند نہیں,پیزا,بابا کو پیزا پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پینا,دودھ,داداجان دودھ پینا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پینا,جوس,داداجان جوس پینا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پینا,کافی,داداجان کافی پینا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پینا,چائے ,داداجان چائے  پینا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پینا,پانی,داداجان پانی پینا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,چاول,داداجان چاول کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,ڈبل روٹی,داداجان ڈبل روٹی کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,انڈہ,داداجان انڈہ کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,ٹافی,داداجان ٹافی کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,ڈبل روٹی جیم,داداجان ڈبل روٹی جیم کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,چاکلیٹ,داداجان چاکلیٹ کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,بسکٹ,داداجان بسکٹ کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,آئس کریم,داداجان آئس کریم کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,برگر,داداجان برگر کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,سینڈوچ,داداجان سینڈوچ کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,سوپ,داداجان سوپ کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,نوڈلز,داداجان نوڈلز کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,میکرونیز,داداجان میکرونیز کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,پیزا,داداجان پیزا کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,فرائز,داداجان فرائز کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,جیم,داداجان جیم کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا, صبح کا کھانا,داداجان صبح کا کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,رات کا کھانا,داداجان رات کا  کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,لنچ باکس ,داداجان اپنا لنچ باکس  کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,پاستا ,داداجان پاستا کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,کھانا,دوپہر کا کھانا,داداجان دوپہر کا کھانا کھانا چاہتے ہیں۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,دودھ,داداجان کو دودھ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,جوس,داداجان کو جوس چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,پانی,داداجان کو پانی چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,چاول,داداجان کو چاول چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,ڈبل روٹی,داداجان کو ڈبل روٹی چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,انڈہ,داداجان کو انڈہ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,ٹافی,داداجان کو ٹافی چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,ڈبل روٹی جیم,داداجان کو ڈبل روٹی جیم چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,چاکلیٹ,داداجان کو چاکلیٹ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,بسکٹ,داداجان کو بسکٹ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,آئس کریم,داداجان کو آئس کریم چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,برگر,داداجان کو برگر چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,سینڈوچ,داداجان کو سینڈوچ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,سوپ,داداجان کو سوپ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,نوڈلز,داداجان کو نوڈلز چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,میکرونیز,داداجان کو میکرونیز چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,پیزا,داداجان کو پیزا چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,پانی کی بوتل,داداجان کو پانی کی بوتل چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,چائے ,داداجان کو پانی چائے چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,فرائز,داداجان کو فرائز چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,کیچپ,داداجان کو کیچپ چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,کافی,داداجان کو کافی چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,لنچ باکس ,داداجان کو لنچ باکس چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,پاستا,داداجان کو پاستا چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,جیم,داداجان کو جیم چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,,پانی کا گلاس,داداجان کو پانی کا گلاس چاہیے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,چائے ,داداجان کو چائے  پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,فرائز,داداجان کو فرائز پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,کیچپ,داداجان کو کیچپ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,کافی,داداجان کو کافی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,پاستا,داداجان کو پاستا پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,جیم,داداجان کو جیم پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,دودھ ,داداجان کو دودھ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,جوس,داداجان کو جوس پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,پانی,داداجان کو پانی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,چاول,داداجان کو چاول پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,ڈبل روٹی,داداجان کو ڈبل روٹی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,انڈہ,داداجان کو انڈہ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,ٹافی,داداجان کو ٹافی پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,ڈبل روٹی جیم,داداجان کو ڈبل روٹی جیم پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,چاکلیٹ,داداجان کو چاکلیٹ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,بسکٹ,داداجان کو بسکٹ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,آئس کریم,داداجان کو آئس کریم پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,برگر,داداجان کو برگر پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,سینڈوچ,داداجان کو سینڈوچ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,سوپ,داداجان کو سوپ پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,نوڈلز,داداجان کو نوڈلز پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,میکرونیز,داداجان کو میکرونیز پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,پیزا,داداجان کو پیزا پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,پانی کی بوتل,داداجان کو پانی کی بوتل پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند,لنچ باکس ,داداجان کو لنچ باکس  پسند ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,پانی کی بوتل,داداجان کو پانی کی بوتل پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,لنچ باکس ,داداجان کو لنچ باکس پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,دودھ,داداجان کو دودھ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,جوس,داداجان کو جوس پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,پانی,داداجان کو پانی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,چاول,داداجان کو چاول پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,ڈبل روٹی,داداجان کو ڈبل روٹی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,انڈہ,داداجان کو انڈہ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,ٹافی,داداجان کو ٹافی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,ڈبل روٹی جیم,داداجان کو ڈبل روٹی جیم پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,چاکلیٹ,داداجان کو چاکلیٹ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,بسکٹ,داداجان کو بسکٹ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,آئس کریم,داداجان کو آئس کریم پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,برگر,داداجان کو برگر پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,سینڈوچ,داداجان کو سینڈوچ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,سوپ,داداجان کو سوپ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,نوڈلز,داداجان کو نوڈلز پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,میکرونیز,داداجان کو میکرونیز پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,چائے ,داداجان کو چائے پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,فرائز,داداجان کو فرائز پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,کیچپ,داداجان کو کیچپ پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,کافی,داداجان کو کافی پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,پاستا,داداجان کو پاستا پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,جیم,داداجان کو جیم پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
داداجان,پسند نہیں,پیزا,داداجان کو پیزا پسند نہیں ہے۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,پینا,دودھ,دادی جان دودھ پینا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,پینا,جوس,دادی جان جوس پینا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,پینا,کافی,دادی جان کافی پینا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,پینا,چائے ,دادی جان چائے  پینا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,پینا,پانی,دادی جان پانی پینا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,چاول,دادی جان چاول کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,ڈبل روٹی,دادی جان ڈبل روٹی کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,انڈہ,دادی جان انڈہ کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,ٹافی,دادی جان ٹافی کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,ڈبل روٹی جیم,دادی جان ڈبل روٹی جیم کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,چاکلیٹ,دادی جان چاکلیٹ کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,بسکٹ,دادی جان بسکٹ کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,آئس کریم,دادی جان آئس کریم کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,برگر,دادی جان برگر کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,سینڈوچ,دادی جان سینڈوچ کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,سوپ,دادی جان سوپ کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,نوڈلز,دادی جان نوڈلز کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,میکرونیز,دادی جان میکرونیز کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,پیزا,دادی جان پیزا کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,فرائز,دادی جان فرائز کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,جیم,دادی جان جیم کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا, صبح کا کھانا,دادی جان صبح کا کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,رات کا کھانا,دادی جان رات کا  کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,لنچ باکس ,دادی جان اپنا لنچ باکس  کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,پاستا ,دادی جان پاستا کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
دادی جان,کھانا,دوپہر کا کھانا,دادی جان دوپہر کا کھانا کھانا چاہتی ہیں۔,,,,,,,,,,,,,,,,,,,,,,
